observed_on,user_id,created_at,taxon_family_name,taxon_genus_name,taxon_species_name,broader,establishment_means
15/08/2020,575123,2020-09-05 07:26:45 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
25/06/2021,2488549,2021-06-27 02:36:39 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
25/06/2021,2488549,2021-06-27 02:36:42 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
27/06/2021,3957444,2021-06-27 08:05:01 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
18/07/2021,2488549,2021-07-19 11:34:33 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
25/07/2021,2488549,2021-07-25 10:03:18 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
30/07/2021,2488549,2021-07-30 07:06:02 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
20/08/2021,2488549,2021-08-20 10:53:37 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
5/09/2021,2488549,2021-09-05 09:57:55 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
10/09/2021,2488549,2021-09-10 08:06:52 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
12/09/2021,2488549,2021-09-12 09:15:49 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
18/09/2021,4945027,2021-09-18 10:35:56 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
20/11/2021,2488549,2021-11-20 10:17:39 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
21/02/2022,2488549,2022-02-21 08:42:01 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
15/04/2022,2488549,2022-04-15 08:57:18 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
30/04/2022,1138587,2022-04-30 08:39:35 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
30/04/2022,1138587,2022-04-30 09:06:29 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
22/05/2022,2488549,2022-05-23 06:44:25 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
27/05/2022,2488549,2022-05-27 04:02:25 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
15/07/1989,717200,2022-06-02 06:49:27 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
4/06/2022,2488549,2022-06-04 08:12:29 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
23/06/2022,2488549,2022-06-23 04:02:50 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
23/06/2022,2488549,2022-06-23 04:04:29 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
1/07/2022,4743351,2022-07-02 03:14:35 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
24/07/2022,1175154,2022-07-24 07:15:20 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
24/07/2022,1175154,2022-07-24 07:18:09 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
29/07/2022,2488549,2022-07-29 03:11:38 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
6/08/2022,2488549,2022-08-06 08:55:27 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
7/08/2022,4045770,2022-08-07 06:03:33 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
6/08/2022,4743351,2022-08-08 01:05:19 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
9/08/2022,2488549,2022-08-09 04:00:23 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
17/08/2022,2488549,2022-08-17 21:28:54 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
12/04/2023,6612786,2023-04-27 03:00:37 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
25/05/2023,2488549,2023-05-25 08:54:33 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
15/06/2023,2531563,2023-06-20 04:47:34 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
22/06/2023,2488549,2023-06-22 03:39:36 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
22/06/2023,2488549,2023-06-22 03:39:40 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
2/07/2023,3936801,2023-07-02 02:48:00 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
2/07/2023,3936801,2023-07-02 02:49:35 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
6/07/2023,4916136,2023-07-06 06:06:33 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
11/07/2023,4916136,2023-07-11 08:30:55 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
16/07/2023,2366151,2023-07-16 11:27:15 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
20/07/2023,6196075,2023-07-20 01:48:48 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
20/07/2023,6196075,2023-07-20 01:54:56 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
29/07/2023,2650798,2023-07-30 10:44:08 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
3/08/2023,5300031,2023-08-03 10:13:45 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
11/08/2023,4743351,2023-08-13 03:27:29 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
19/08/2023,6209647,2023-08-25 14:28:15 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
24/09/2023,1138587,2023-09-27 02:45:30 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
24/09/2023,661392,2023-09-28 07:58:54 UTC,Fabaceae,Acacia,Acacia longifolia,3.dicot,native
16/12/2021,2488549,2021-12-16 10:03:21 UTC,Fabaceae,Acacia,Acacia longissima,3.dicot,native
16/12/2021,2488549,2021-12-16 10:03:22 UTC,Fabaceae,Acacia,Acacia longissima,3.dicot,native
29/08/2020,4743351,2021-07-25 10:37:34 UTC,Fabaceae,Acacia,Acacia mearnsii,3.dicot,native
22/06/2023,2488549,2023-06-22 03:39:38 UTC,Fabaceae,Acacia,Acacia mearnsii,3.dicot,native
28/12/2020,2488549,2020-12-28 08:45:55 UTC,Fabaceae,Acacia,Acacia melanoxylon,3.dicot,native
24/04/2020,2488549,2020-04-24 03:57:11 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
26/04/2020,2488549,2020-04-26 07:58:44 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
26/04/2020,2488549,2020-04-26 08:01:03 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
1/05/2020,2488549,2020-05-01 06:30:12 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
1/05/2020,2488549,2020-05-01 07:27:43 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
2/05/2020,2488549,2020-05-02 09:11:15 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
3/05/2020,2488549,2020-05-03 01:38:08 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
8/05/2020,2488549,2020-05-08 01:41:45 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
24/05/2020,2488549,2020-05-24 04:57:52 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
11/06/2020,2488549,2020-06-11 06:46:19 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
11/06/2020,2488549,2020-06-11 06:49:20 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
9/07/2020,2488549,2020-07-09 12:54:42 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
15/07/2020,2488549,2020-07-15 07:01:31 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
16/07/2020,2488549,2020-07-16 10:44:03 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
19/07/2020,447429,2020-07-19 08:05:22 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
12/08/2020,2488549,2020-08-12 04:53:04 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
12/08/2020,2488549,2020-08-12 07:10:50 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
15/08/2020,575123,2020-09-05 07:23:46 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
18/09/2020,2488549,2020-09-18 03:21:55 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
18/09/2020,2488549,2020-09-18 08:44:30 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
26/09/2020,2488549,2020-09-26 10:04:10 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
25/06/2021,2488549,2021-06-27 02:36:41 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
25/06/2021,2488549,2021-06-27 02:36:42 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
4/07/2021,2488549,2021-07-04 09:57:44 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
25/07/2021,2488549,2021-07-25 10:27:26 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
30/07/2021,2488549,2021-07-30 07:06:03 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
7/07/2020,4743351,2021-08-01 10:31:29 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
20/08/2021,2488549,2021-08-20 10:53:39 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
26/08/2021,2488549,2021-08-27 01:32:35 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
5/09/2021,2488549,2021-09-05 10:15:16 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
19/11/2021,2488549,2021-11-20 02:23:24 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
4/02/2022,2488549,2022-02-05 09:09:26 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
13/02/2022,2488549,2022-02-13 08:49:35 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
13/02/2022,2488549,2022-02-13 08:49:37 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
10/03/2022,2488549,2022-03-10 10:40:08 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
10/03/2022,2488549,2022-03-10 10:40:09 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:35 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
30/04/2022,1138587,2022-04-30 09:06:29 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
30/04/2022,1138587,2022-04-30 09:06:34 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
14/05/2022,2488549,2022-05-14 09:10:40 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
22/05/2022,2488549,2022-05-22 11:46:10 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
23/06/2022,2488549,2022-06-23 04:09:05 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
23/06/2022,2488549,2022-06-23 05:21:35 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
23/06/2022,2488549,2022-06-23 05:22:29 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
24/07/2022,2488549,2022-07-24 04:00:52 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
24/07/2022,1175154,2022-07-24 07:16:45 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
24/07/2022,265090,2022-07-25 19:23:34 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
6/08/2022,4743351,2022-08-08 05:06:56 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
9/08/2022,2488549,2022-08-09 03:53:40 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
14/08/2022,265090,2022-08-14 09:20:14 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
9/03/2023,1658043,2023-03-13 07:22:46 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
5/04/2023,1809954,2023-04-06 22:54:27 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
25/05/2023,2488549,2023-05-25 09:01:17 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
22/06/2023,2488549,2023-06-22 03:39:36 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
24/06/2023,2488549,2023-06-24 09:55:58 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
16/07/2023,3978191,2023-07-16 10:01:53 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
29/07/2023,2650798,2023-07-30 10:30:05 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
11/08/2023,4743351,2023-08-12 12:27:00 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
21/08/2023,4177273,2023-08-21 19:41:11 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
2/01/2024,1138587,2024-01-02 07:38:42 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
21/04/2024,265090,2024-04-21 06:15:00 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
5/05/2024,4317345,2024-05-05 09:31:42 UTC,Fabaceae,Acacia,Acacia myrtifolia,3.dicot,native
25/07/2021,2488549,2021-07-26 01:13:43 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
9/09/2021,4887682,2021-09-08 23:45:06 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
10/09/2021,2488549,2021-09-10 08:11:58 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
22/10/2021,2488549,2021-10-22 09:10:44 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
20/11/2021,2488549,2021-11-20 10:17:45 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
16/12/2021,2488549,2021-12-16 10:03:15 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
10/01/2022,2488549,2022-01-14 05:15:16 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
4/02/2022,2488549,2022-02-05 09:09:26 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
15/04/2022,2488549,2022-04-15 09:00:44 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
27/05/2022,2488549,2022-05-27 04:02:26 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
4/06/2022,2488549,2022-06-04 08:14:52 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
23/06/2022,2488549,2022-06-23 03:54:33 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
23/06/2022,2488549,2022-06-23 03:56:09 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
24/07/2022,2488549,2022-07-24 03:57:08 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
24/07/2022,2488549,2022-07-24 04:21:37 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
6/08/2022,2488549,2022-08-06 08:56:57 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
10/11/2022,2488549,2022-11-10 05:03:40 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
11/12/2022,2488549,2022-12-11 06:06:56 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
22/06/2023,2488549,2023-06-22 03:39:39 UTC,Fabaceae,Acacia,Acacia parramattensis,3.dicot,native
4/10/2020,2488549,2020-10-05 03:19:12 UTC,Fabaceae,Acacia,Acacia podalyriifolia,3.dicot,introduced
12/02/2023,4743351,2023-02-14 02:07:13 UTC,Fabaceae,Acacia,Acacia podalyriifolia,3.dicot,introduced
24/09/2023,1138587,2023-09-27 02:56:01 UTC,Fabaceae,Acacia,Acacia podalyriifolia,3.dicot,introduced
24/09/2023,661392,2023-10-03 13:49:19 UTC,Fabaceae,Acacia,Acacia podalyriifolia,3.dicot,introduced
12/08/2020,2488549,2020-08-12 07:38:37 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
18/09/2020,2488549,2020-09-18 07:27:04 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
14/05/2022,2488549,2022-05-14 09:13:41 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
17/08/2022,2488549,2022-08-17 13:17:52 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
25/05/2023,2488549,2023-05-25 08:53:46 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
16/04/2024,3936801,2024-04-16 12:27:58 UTC,Fabaceae,Acacia,Acacia stricta,3.dicot,native
13/06/2015,64271,2015-06-20 13:14:51 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
31/05/2012,1163555,2018-09-08 17:58:01 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
2/07/2019,196849,2019-07-02 10:02:51 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
9/04/2020,2723279,2020-04-10 11:18:16 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
9/04/2020,2723140,2020-04-17 03:08:44 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/04/2020,2761779,2020-04-17 05:44:35 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/04/2020,2488549,2020-04-17 07:49:02 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/04/2020,2488549,2020-04-17 09:30:32 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/04/2020,2488549,2020-04-18 23:55:31 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/04/2020,2488549,2020-04-19 00:06:35 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
26/04/2020,2488549,2020-04-26 08:01:33 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
1/05/2020,2488549,2020-05-01 06:24:20 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
8/05/2020,2488549,2020-05-08 01:40:38 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/05/2020,2488549,2020-05-16 01:23:50 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/05/2020,2488549,2020-05-24 04:56:44 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
11/06/2020,2488549,2020-06-11 06:45:15 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
11/06/2020,2488549,2020-06-11 06:51:16 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
5/07/2020,265090,2020-07-06 06:53:30 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/07/2020,3030240,2020-07-08 02:59:06 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/07/2020,2488549,2020-07-16 08:54:25 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/07/2020,2488549,2020-07-16 10:37:01 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/07/2020,2488549,2020-07-18 08:40:39 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/07/2020,2488549,2020-07-18 09:00:27 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/07/2020,2488549,2020-07-24 10:20:33 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
12/08/2020,2488549,2020-08-12 03:37:51 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
12/08/2020,2488549,2020-08-12 04:48:04 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
29/08/2020,2488549,2020-08-29 09:49:08 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/10/2020,265090,2020-10-19 19:24:01 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
6/04/2021,3748684,2021-04-08 12:48:16 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/05/2021,3957444,2021-05-24 11:02:38 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
6/06/2021,3313584,2021-06-20 13:17:41 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
25/06/2021,3197473,2021-06-25 05:09:49 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
25/06/2021,2488549,2021-06-27 02:36:40 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
3/07/2021,3978426,2021-07-03 06:48:16 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
3/07/2021,3978426,2021-07-03 07:10:11 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
3/07/2021,3313584,2021-07-07 12:43:48 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
18/07/2021,2488549,2021-07-19 11:14:59 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
15/06/2021,4743351,2021-07-20 05:32:45 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
25/07/2021,2488549,2021-07-25 10:28:33 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/07/2021,4095677,2021-07-25 11:42:00 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
30/07/2021,2488549,2021-07-30 07:06:02 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/07/2020,4743351,2021-08-02 00:11:34 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
22/07/2019,4743351,2021-08-04 05:58:49 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
2/07/2019,4743351,2021-08-04 06:25:29 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
20/08/2021,2488549,2021-08-20 11:00:24 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
26/08/2021,2488549,2021-08-27 01:32:34 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
30/08/2021,4916136,2021-08-30 11:52:08 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
5/09/2021,2488549,2021-09-05 09:57:56 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
10/09/2021,2488549,2021-09-10 10:04:20 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
10/09/2021,2488549,2021-09-10 10:44:10 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/09/2021,2488549,2021-09-17 11:31:55 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
28/09/2021,4916136,2021-09-28 12:57:43 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
28/10/2021,2665854,2021-10-29 20:25:38 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
20/11/2021,2488549,2021-11-20 10:17:42 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
14/12/2021,2488549,2021-12-15 01:46:58 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
13/02/2022,2488549,2022-02-13 08:49:35 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/04/2020,3408787,2022-02-14 18:20:12 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
21/02/2022,2488549,2022-02-21 08:41:58 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/11/2021,5376627,2022-02-23 21:13:49 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/05/2015,4002106,2022-03-06 19:47:26 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
10/03/2022,2488549,2022-03-10 10:40:07 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
15/04/2022,2488549,2022-04-15 09:02:11 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:29 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:33 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:41 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
28/04/2022,2488549,2022-04-28 06:24:51 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
30/04/2022,1138587,2022-04-30 08:15:18 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
30/04/2022,1138587,2022-04-30 09:06:30 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/05/2022,1175154,2022-05-07 05:02:13 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
1/05/2022,5648269,2022-05-08 19:25:06 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/05/2022,2399118,2022-05-13 04:32:10 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
14/05/2022,5640535,2022-05-14 01:18:31 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
14/05/2022,2488549,2022-05-14 09:11:17 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/06/2022,1233583,2022-06-07 08:49:26 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
12/06/2022,3425899,2022-06-23 06:50:46 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
24/04/2022,3221790,2022-06-29 10:31:40 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
25/07/2022,4724286,2022-07-25 09:10:37 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
29/07/2022,2488549,2022-07-29 03:33:25 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/08/2022,4045770,2022-08-07 05:48:43 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
7/08/2022,4045770,2022-08-07 05:58:12 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
14/08/2022,265090,2022-08-14 08:31:48 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/08/2022,2488549,2022-08-17 21:34:52 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
21/08/2022,3839358,2022-08-21 11:08:21 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
3/06/2017,5971295,2022-08-29 19:19:09 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
16/09/2022,3678274,2022-09-17 10:23:13 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
4/10/2022,3678274,2022-10-06 10:29:18 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
17/11/2022,2488549,2022-11-17 02:46:05 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
19/11/2022,6308282,2022-11-23 08:13:49 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
26/11/2022,4743351,2022-11-29 10:16:15 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
26/02/2023,4743351,2023-02-27 01:01:29 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
9/03/2023,1658043,2023-03-13 05:43:54 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
28/04/2023,5989765,2023-04-30 13:01:27 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
9/05/2023,389804,2023-05-24 03:06:24 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
25/05/2023,2488549,2023-05-25 09:00:56 UTC,Fabaceae,Acacia,Acacia suaveolens,3.dicot,native
